id,name,description,price,category,test_min,test_max,text_for_embedding
238,"Силиконовый рак Keitech Sexy Impact 3"" (6 шт)",Реалистичная имитация рака для джига.,880,Приманки,,,"Силиконовый рак Keitech Sexy Impact 3"" (6 шт). Приманки. Реалистичная имитация рака для джига. test_min_nan test_max_nan"
239,Поролоновая рыбка Акелла 8см (5 шт),Крупная поролонка для трофейного судака.,460,Приманки,,,Поролоновая рыбка Акелла 8см (5 шт). Приманки. Крупная поролонка для трофейного судака. test_min_nan test_max_nan
240,"Силиконовая креатура Geecrack Bellows Gill 4.8"" (6 шт)",Увеличенная имитация лягушки для летней ловли.,1050,Приманки,,,"Силиконовая креатура Geecrack Bellows Gill 4.8"" (6 шт). Приманки. Увеличенная имитация лягушки для летней ловли. test_min_nan test_max_nan"
241,Колебалка Atom 15г,Легендарная советская колебалка с широкой игрой.,420,Блесны,,,Колебалка Atom 15г. Блесны. Легендарная советская колебалка с широкой игрой. test_min_nan test_max_nan
242,Вертушка Mepps Aglia Long №3 медь,Дальнобойная вращалка с медным лепестком.,470,Блесны,,,Вертушка Mepps Aglia Long №3 медь. Блесны. Дальнобойная вращалка с медным лепестком. test_min_nan test_max_nan
243,Колебалка Abu Garcia Pike 25г,Тяжёлая колебалка для глубинной ловли щуки.,820,Блесны,,,Колебалка Abu Garcia Pike 25г. Блесны. Тяжёлая колебалка для глубинной ловли щуки. test_min_nan test_max_nan
244,Блесна Acme Little Cleo 10г,Универсальная колебалка для форели и окуня.,410,Блесны,,,Блесна Acme Little Cleo 10г. Блесны. Универсальная колебалка для форели и окуня. test_min_nan test_max_nan
245,Балансир Nils Master Jigging Shad 5см 12г,Финский балансир с объёмной игрой.,850,Балансиры,,,Балансир Nils Master Jigging Shad 5см 12г. Балансиры. Финский балансир с объёмной игрой. test_min_nan test_max_nan
246,Балансир Striker Turbo 4см 10г,Компактный балансир для окуня.,520,Балансиры,,,Балансир Striker Turbo 4см 10г. Балансиры. Компактный балансир для окуня. test_min_nan test_max_nan
247,Мормышка диск 0.4г вольфрам,Плоская мормышка для безмотыльной ловли.,100,Мормышки,,,Мормышка диск 0.4г вольфрам. Мормышки. Плоская мормышка для безмотыльной ловли. test_min_nan test_max_nan
248,Плетеный шнур Shimano Kairiki 8 0.10мм 150м,Восьмижильная плетёнка с высокой абразивостойкостью.,1690,Лески и шнуры,,,Плетеный шнур Shimano Kairiki 8 0.10мм 150м. Лески и шнуры. Восьмижильная плетёнка с высокой абразивостойкостью. test_min_nan test_max_nan
249,Леска монофильная Daiwa Sensor 0.22мм 150м,Прозрачная монофильная леска с отличной прочностью.,450,Лески и шнуры,,,Леска монофильная Daiwa Sensor 0.22мм 150м. Лески и шнуры. Прозрачная монофильная леска с отличной прочностью. test_min_nan test_max_nan
250,Флюорокарбон Sunline Sniper BMS 0.26мм 50м,Мягкий и невидимый в воде флюорокарбон.,720,Лески и шнуры,,,Флюорокарбон Sunline Sniper BMS 0.26мм 50м. Лески и шнуры. Мягкий и невидимый в воде флюорокарбон. test_min_nan test_max_nan
251,Шнур плетёный Varivas High Grade PE 0.8 150м,Японская плетёнка премиум-класса с круглым сечением.,2390,Лески и шнуры,,,Шнур плетёный Varivas High Grade PE 0.8 150м. Лески и шнуры. Японская плетёнка премиум-класса с круглым сечением. test_min_nan test_max_nan
252,Леска монофильная Trabucco Strong 0.30мм 150м,Усиленная монофильная леска для карповой ловли.,520,Лески и шнуры,,,Леска монофильная Trabucco Strong 0.30мм 150м. Лески и шнуры. Усиленная монофильная леска для карповой ловли. test_min_nan test_max_nan
253,Крючки Owner 50922 №8 (15 шт),Тонкие крючки для поплавочной ловли.,350,Крючки,,,Крючки Owner 50922 №8 (15 шт). Крючки. Тонкие крючки для поплавочной ловли. test_min_nan test_max_nan
254,Крючки Gamakatsu LS-5313N №5 (10 шт),Универсальные крючки с лопаткой для насаживания червя.,270,Крючки,,,Крючки Gamakatsu LS-5313N №5 (10 шт). Крючки. Универсальные крючки с лопаткой для насаживания червя. test_min_nan test_max_nan
255,Крючки Mustad Ultra Point 32608 №2 (10 шт),Кованые крючки с супер-острым жалом.,230,Крючки,,,Крючки Mustad Ultra Point 32608 №2 (10 шт). Крючки. Кованые крючки с супер-острым жалом. test_min_nan test_max_nan
256,Офсетные крючки VMC 7119 №3/0 (10 шт),Широкие офсетники для объёмных силиконовых приманок.,470,Крючки,,,Офсетные крючки VMC 7119 №3/0 (10 шт). Крючки. Широкие офсетники для объёмных силиконовых приманок. test_min_nan test_max_nan
257,Крючки карповые Korda Wide Gape 4 (10 шт),Популярные крючки для волосяной оснастки.,390,Крючки,,,Крючки карповые Korda Wide Gape 4 (10 шт). Крючки. Популярные крючки для волосяной оснастки. test_min_nan test_max_nan
258,Поплавок Drennan Crystal 3г,Прозрачный поплавок для осторожной рыбы.,240,Поплавки,,,Поплавок Drennan Crystal 3г. Поплавки. Прозрачный поплавок для осторожной рыбы. test_min_nan test_max_nan
259,Поплавок Maver Styl 2г,Лёгкий бальзовый поплавок для матчевой ловли.,250,Поплавки,,,Поплавок Maver Styl 2г. Поплавки. Лёгкий бальзовый поплавок для матчевой ловли. test_min_nan test_max_nan
260,Поплавок Preston Durafloat 3г,Плавающий поплавок с отличной видимостью.,180,Поплавки,,,Поплавок Preston Durafloat 3г. Поплавки. Плавающий поплавок с отличной видимостью. test_min_nan test_max_nan
261,Поплавок Colmic Cronos 3г,Спортивный поплавок с высокой чувствительностью.,200,Поплавки,,,Поплавок Colmic Cronos 3г. Поплавки. Спортивный поплавок с высокой чувствительностью. test_min_nan test_max_nan
262,Поплавок скользящий 8г,Скользящий поплавок для дальнего заброса.,150,Поплавки,,,Поплавок скользящий 8г. Поплавки. Скользящий поплавок для дальнего заброса. test_min_nan test_max_nan
263,Кормушка металлическая 50г (клетка),Тяжёлая флет-кормушка для сильного течения.,220,Кормушки,,,Кормушка металлическая 50г (клетка). Кормушки. Тяжёлая флет-кормушка для сильного течения. test_min_nan test_max_nan
264,Кормушка методная 60г,Крупная кормушка для быстрого закорма.,260,Кормушки,,,Кормушка методная 60г. Кормушки. Крупная кормушка для быстрого закорма. test_min_nan test_max_nan
265,Кормушка флэт 30г,Плоская кормушка для стоячей воды.,185,Кормушки,,,Кормушка флэт 30г. Кормушки. Плоская кормушка для стоячей воды. test_min_nan test_max_nan
266,Кормушка-пуля Preston 30г,Обтекаемая кормушка для точного заброса.,195,Кормушки,,,Кормушка-пуля Preston 30г. Кормушки. Обтекаемая кормушка для точного заброса. test_min_nan test_max_nan
267,Кормушка Feeder basket 40г,Универсальная корзинка для стартового закорма.,170,Кормушки,,,Кормушка Feeder basket 40г. Кормушки. Универсальная корзинка для стартового закорма. test_min_nan test_max_nan
268,Прикормка Sensas 3000 Carp 2кг,Французская прикормка для карпа с крупными фракциями.,690,Прикормка,,,Прикормка Sensas 3000 Carp 2кг. Прикормка. Французская прикормка для карпа с крупными фракциями. test_min_nan test_max_nan
269,Прикормка Dunaev Premium Универсал 1.5кг,Сбалансированная прикормка для разной рыбы.,490,Прикормка,,,Прикормка Dunaev Premium Универсал 1.5кг. Прикормка. Сбалансированная прикормка для разной рыбы. test_min_nan test_max_nan
270,Прикормка Trapper Карась 1кг,Ароматная прикормка с запахом аниса для карася.,370,Прикормка,,,Прикормка Trapper Карась 1кг. Прикормка. Ароматная прикормка с запахом аниса для карася. test_min_nan test_max_nan
271,Зимний костюм Shimano Kairiki Pro,Усиленный мембранный костюм для экстремальных условий.,24500,Одежда,,,Зимний костюм Shimano Kairiki Pro. Одежда. Усиленный мембранный костюм для экстремальных условий. test_min_nan test_max_nan
272,Летний костюм Norfin Air,Максимально дышащий костюм для жары.,10900,Одежда,,,Летний костюм Norfin Air. Одежда. Максимально дышащий костюм для жары. test_min_nan test_max_nan
273,Демисезонный костюм Daiwa Airdrive,Лёгкий непродуваемый костюм для весны и осени.,9900,Одежда,,,Демисезонный костюм Daiwa Airdrive. Одежда. Лёгкий непродуваемый костюм для весны и осени. test_min_nan test_max_nan
274,Куртка зимняя Rapala Max,Тёплая куртка с утеплителем Thinsulate.,13900,Одежда,,,Куртка зимняя Rapala Max. Одежда. Тёплая куртка с утеплителем Thinsulate. test_min_nan test_max_nan
275,Перчатки флисовые Norfin,Мягкие перчатки для прохладной погоды.,990,Одежда,,,Перчатки флисовые Norfin. Одежда. Мягкие перчатки для прохладной погоды. test_min_nan test_max_nan
276,Шапка зимняя Lucky John,Тёплая шапка с флисовой подкладкой.,790,Одежда,,,Шапка зимняя Lucky John. Одежда. Тёплая шапка с флисовой подкладкой. test_min_nan test_max_nan
277,Ботинки зимние EVA Nordman Pro,Лёгкие и тёплые ботинки для зимней рыбалки.,4990,Одежда,,,Ботинки зимние EVA Nordman Pro. Одежда. Лёгкие и тёплые ботинки для зимней рыбалки. test_min_nan test_max_nan
278,Сапоги болотные Norfin Hike,Высокие сапоги с усиленной подошвой.,4590,Одежда,,,Сапоги болотные Norfin Hike. Одежда. Высокие сапоги с усиленной подошвой. test_min_nan test_max_nan
279,Жилет спасательный автоматический,Надувной жилет с ручным и автоматическим срабатыванием.,6990,Одежда,,,Жилет спасательный автоматический. Одежда. Надувной жилет с ручным и автоматическим срабатыванием. test_min_nan test_max_nan
280,Костюм поплавковый Fox,Лёгкий водоотталкивающий костюм для лета.,11900,Одежда,,,Костюм поплавковый Fox. Одежда. Лёгкий водоотталкивающий костюм для лета. test_min_nan test_max_nan
281,Ящик для снастей Plano 7771,Вместительный ящик с водонепроницаемым уплотнителем.,5590,Аксессуары,,,Ящик для снастей Plano 7771. Аксессуары. Вместительный ящик с водонепроницаемым уплотнителем. test_min_nan test_max_nan
282,Сумка-холодильник Salmo 30л,Увеличенная термосумка для крупного улова.,4450,Аксессуары,,,Сумка-холодильник Salmo 30л. Аксессуары. Увеличенная термосумка для крупного улова. test_min_nan test_max_nan
283,Подсак телескопический 250см,Удлинённый подсак для ловли с обрывистого берега.,3190,Аксессуары,,,Подсак телескопический 250см. Аксессуары. Удлинённый подсак для ловли с обрывистого берега. test_min_nan test_max_nan
284,Стойки под удилище Daiwa,Устойчивые треноги с резьбовым креплением.,2190,Аксессуары,,,Стойки под удилище Daiwa. Аксессуары. Устойчивые треноги с резьбовым креплением. test_min_nan test_max_nan
285,Сигнализатор поклевки Delkim TXi,Премиальный сигнализатор с вибро- и звуковой индикацией.,3590,Аксессуары,,,Сигнализатор поклевки Delkim TXi. Аксессуары. Премиальный сигнализатор с вибро- и звуковой индикацией. test_min_nan test_max_nan
286,Эхолот Garmin EchoMAP UHD 73sv,Эхолот с картплоттером и ультрачётким дисплеем.,56900,Аксессуары,,,Эхолот Garmin EchoMAP UHD 73sv. Аксессуары. Эхолот с картплоттером и ультрачётким дисплеем. test_min_nan test_max_nan
287,Зарядное устройство для LiFePO4 аккумуляторов 12В,Интеллектуальное ЗУ для современных литиевых батарей.,2790,Аксессуары,,,Зарядное устройство для LiFePO4 аккумуляторов 12В. Аксессуары. Интеллектуальное ЗУ для современных литиевых батарей. test_min_nan test_max_nan
288,Экстрактор пластиковый 20см,Лёгкий экстрактор для извлечения крючков у некрупной рыбы.,290,Аксессуары,,,Экстрактор пластиковый 20см. Аксессуары. Лёгкий экстрактор для извлечения крючков у некрупной рыбы. test_min_nan test_max_nan
289,Грузила джиг-головки набор,Набор джиг-головок разного веса с крючком.,590,Аксессуары,,,Грузила джиг-головки набор. Аксессуары. Набор джиг-головок разного веса с крючком. test_min_nan test_max_nan
290,Поводки стальные 20см (10 шт),Удлинённые поводки для крупной щуки.,360,Аксессуары,,,Поводки стальные 20см (10 шт). Аксессуары. Удлинённые поводки для крупной щуки. test_min_nan test_max_nan
291,Чехол для удилищ жёсткий 1.5м,Жёсткий тубус для безопасной перевозки спиннингов.,2190,Аксессуары,,,Чехол для удилищ жёсткий 1.5м. Аксессуары. Жёсткий тубус для безопасной перевозки спиннингов. test_min_nan test_max_nan
292,Ножницы для лески Fiskars,Острые ножницы с возвратной пружиной.,1490,Аксессуары,,,Ножницы для лески Fiskars. Аксессуары. Острые ножницы с возвратной пружиной. test_min_nan test_max_nan
293,Мультитул Leatherman Wave+,Многофункциональный инструмент премиум-класса.,11900,Инструменты,,,Мультитул Leatherman Wave+. Инструменты. Многофункциональный инструмент премиум-класса. test_min_nan test_max_nan
294,Плоскогубцы рыболовные с бокорезами Rapala,Универсальный инструмент для монтажа и резки лески.,1190,Инструменты,,,Плоскогубцы рыболовные с бокорезами Rapala. Инструменты. Универсальный инструмент для монтажа и резки лески. test_min_nan test_max_nan
295,Ножницы для плетенки Gerber Magnum,Мощные ножницы с титановым покрытием.,1590,Инструменты,,,Ножницы для плетенки Gerber Magnum. Инструменты. Мощные ножницы с титановым покрытием. test_min_nan test_max_nan
296,Щипцы для снятия крючков Daiwa,Длинные щипцы с изогнутыми губками.,890,Инструменты,,,Щипцы для снятия крючков Daiwa. Инструменты. Длинные щипцы с изогнутыми губками. test_min_nan test_max_nan
297,Зажим для лески,Компактный зажим для фиксации лески на шпуле.,220,Инструменты,,,Зажим для лески. Инструменты. Компактный зажим для фиксации лески на шпуле. test_min_nan test_max_nan
298,Палатка зимняя Tramp Ice,Утеплённая палатка-автомат с быстрой сборкой.,12500,Палатки,,,Палатка зимняя Tramp Ice. Палатки. Утеплённая палатка-автомат с быстрой сборкой. test_min_nan test_max_nan
299,Палатка летняя QuickFish 2,Лёгкая одноместная палатка для карпфишинга.,5490,Палатки,,,Палатка летняя QuickFish 2. Палатки. Лёгкая одноместная палатка для карпфишинга. test_min_nan test_max_nan
300,Спальный мешок Norfin Comfort -10,Тёплый спальник с капюшоном для весны и осени.,4990,Палатки,,,Спальный мешок Norfin Comfort -10. Палатки. Тёплый спальник с капюшоном для весны и осени. test_min_nan test_max_nan
301,Кресло карповое Carp Zoom,Удобное складное кресло с регулируемыми ножками.,3490,Палатки,,,Кресло карповое Carp Zoom. Палатки. Удобное складное кресло с регулируемыми ножками. test_min_nan test_max_nan
302,Стол складной алюминиевый,Лёгкий стол для приготовления прикормки.,2390,Палатки,,,Стол складной алюминиевый. Палатки. Лёгкий стол для приготовления прикормки. test_min_nan test_max_nan
